
   INFO  Server running on [http://0.0.0.0:8000].  

  Press Ctrl+C to stop the server
  2026-04-16 09:10:11 /api/auth/me ................................. ~ 0.05ms
  2026-04-16 09:10:12 /api/auth/me ................................. ~ 0.04ms
  2026-04-16 09:10:12 /api/auth/me ................................. ~ 0.05ms
  2026-04-16 09:10:12 /api/auth/me ................................. ~ 0.05ms
  2026-04-16 09:10:12 /api/auth/me ................................. ~ 0.06ms
  2026-04-16 09:10:12 /api/auth/me ................................. ~ 0.17ms
  2026-04-16 09:10:12 /api/auth/me ................................. ~ 0.68ms
  2026-04-16 09:10:12 /api/auth/me ................................. ~ 0.05ms
  2026-04-16 09:10:12 /api/auth/me ................................. ~ 0.05ms
  2026-04-16 09:10:12 /api/auth/me ................................. ~ 0.07ms
  2026-04-16 09:10:12 /api/auth/me ................................. ~ 0.63ms
  2026-04-16 09:10:12 /api/auth/me ................................. ~ 0.06ms
  2026-04-16 09:10:12 /api/auth/me ................................. ~ 0.04ms
  2026-04-16 09:10:12 /api/auth/me ................................. ~ 0.06ms
  2026-04-16 09:10:12 /api/auth/me ................................. ~ 0.52ms
  2026-04-16 09:10:12 /api/auth/me ................................. ~ 0.05ms
  2026-04-16 09:10:12 /api/auth/me ................................. ~ 0.08ms
  2026-04-16 09:10:12 /api/auth/me ................................. ~ 0.39ms
  2026-04-16 09:10:12 /api/auth/me ................................. ~ 1.55ms
  2026-04-16 09:10:12 /api/auth/me ................................. ~ 0.10ms
  2026-04-16 09:10:12 /api/auth/me ................................. ~ 0.10ms
  2026-04-16 09:10:13 /api/auth/me ................................. ~ 0.41ms
  2026-04-16 09:10:13 /api/auth/me ................................. ~ 1.48ms
  2026-04-16 09:10:13 /api/auth/me ................................. ~ 0.07ms
  2026-04-16 09:10:13 /api/auth/me ................................. ~ 0.08ms
  2026-04-16 09:10:14 /api/exams/1/analytics/summary ............... ~ 0.10ms
  2026-04-16 09:10:14 /api/exams/1/analytics/item-analysis ......... ~ 0.31ms
  2026-04-16 09:10:14 /api/exams/1/reports/ranking ................. ~ 0.17ms
  2026-04-16 09:10:14 /api/exams/1/analytics/summary ............... ~ 0.21ms
  2026-04-16 09:10:15 /api/exams/1/analytics/item-analysis ......... ~ 0.19ms
  2026-04-16 09:10:15 /api/exams/1/reports/ranking ................. ~ 0.15ms
  2026-04-16 09:10:15 /api/exams/1/analytics/summary ............... ~ 0.21ms
  2026-04-16 09:10:15 /api/exams/1/analytics/item-analysis ......... ~ 0.19ms
  2026-04-16 09:10:15 /api/exams/1/reports/ranking ................. ~ 0.15ms
  2026-04-16 09:10:15 /api/exams/1/analytics/summary ............... ~ 0.21ms
  2026-04-16 09:10:15 /api/exams/1/analytics/item-analysis ......... ~ 0.19ms
  2026-04-16 09:10:15 /api/exams/1/reports/ranking ................. ~ 0.15ms
  2026-04-16 09:10:20 /api/auth/logout ............................. ~ 0.17ms
  2026-04-16 09:10:20 /api/auth/logout ............................. ~ 0.05ms
  2026-04-16 09:12:11 /api/auth/login .............................. ~ 0.10ms
  2026-04-16 09:12:11 /api/auth/login .............................. ~ 0.02ms
  2026-04-16 09:12:12 /api/auth/me ............................... ~ 504.39ms
  2026-04-16 09:12:12 /api/auth/me ............................... ~ 504.94ms
  2026-04-16 09:12:12 /api/auth/me ................................. ~ 0.05ms
  2026-04-16 09:12:12 /api/auth/me ................................. ~ 0.05ms
  2026-04-16 09:12:17 /api/exams/1/analytics/summary ............... ~ 0.18ms
  2026-04-16 09:12:17 /api/exams/1/analytics/item-analysis ......... ~ 0.48ms
  2026-04-16 09:12:17 /api/exams/1/reports/ranking ................. ~ 0.66ms
  2026-04-16 09:12:17 /api/exams/1/analytics/summary ............... ~ 0.92ms
  2026-04-16 09:12:17 /api/exams/1/analytics/item-analysis ......... ~ 0.76ms
  2026-04-16 09:12:17 /api/exams/1/reports/ranking ................. ~ 0.23ms
  2026-04-16 09:12:17 /api/exams/1/analytics/summary ............... ~ 0.30ms
  2026-04-16 09:12:17 /api/exams/1/analytics/item-analysis ......... ~ 0.28ms
  2026-04-16 09:12:17 /api/exams/1/reports/ranking ................. ~ 0.22ms
  2026-04-16 09:12:17 /api/exams/1/analytics/summary ............... ~ 0.30ms
  2026-04-16 09:12:17 /api/exams/1/analytics/item-analysis ......... ~ 0.28ms
  2026-04-16 09:12:17 /api/exams/1/reports/ranking ................. ~ 0.21ms
  2026-04-16 09:12:19 /api/exams ................................... ~ 0.11ms
  2026-04-16 09:12:19 /api/exams ................................... ~ 0.51ms
  2026-04-16 09:12:19 /api/exams ................................... ~ 0.03ms
  2026-04-16 09:12:19 /api/exams ................................... ~ 0.03ms
  2026-04-16 09:12:19 /api/exams ................................... ~ 0.03ms
  2026-04-16 09:12:19 /api/exams ................................. ~ 505.33ms
  2026-04-16 09:12:35 /api/auth/me ................................. ~ 0.43ms
  2026-04-16 09:12:35 /api/auth/me ................................. ~ 1.57ms
  2026-04-16 09:12:35 /api/auth/me ................................. ~ 0.08ms
  2026-04-16 09:12:35 /api/auth/me ................................. ~ 0.07ms
  2026-04-16 09:12:37 /api/exams/1/analytics/summary ............... ~ 0.12ms
  2026-04-16 09:12:37 /api/exams/1/analytics/item-analysis ......... ~ 0.03ms
  2026-04-16 09:12:37 /api/exams/1/reports/ranking ................. ~ 0.14ms
  2026-04-16 09:12:37 /api/exams/1/analytics/summary ............... ~ 0.17ms
  2026-04-16 09:12:37 /api/exams/1/analytics/item-analysis ......... ~ 0.19ms
  2026-04-16 09:12:37 /api/exams/1/reports/ranking ................. ~ 0.12ms
  2026-04-16 09:12:37 /api/exams/1/analytics/summary ............... ~ 0.16ms
  2026-04-16 09:12:37 /api/exams/1/analytics/item-analysis ......... ~ 0.15ms
  2026-04-16 09:12:37 /api/exams/1/reports/ranking ................. ~ 0.12ms
  2026-04-16 09:12:37 /api/exams/1/analytics/summary ............... ~ 0.16ms
  2026-04-16 09:12:37 /api/exams/1/analytics/item-analysis ......... ~ 0.15ms
  2026-04-16 09:12:37 /api/exams/1/reports/ranking ................. ~ 0.11ms
  2026-04-16 09:12:40 /api/auth/me ................................. ~ 0.36ms
  2026-04-16 09:12:40 /api/auth/me ................................. ~ 1.52ms
  2026-04-16 09:12:40 /api/auth/me ................................. ~ 0.11ms
  2026-04-16 09:12:40 /api/auth/me ................................. ~ 0.07ms
  2026-04-16 09:13:15 /api/auth/me ................................. ~ 0.15ms
  2026-04-16 09:13:15 /api/auth/me ................................. ~ 0.63ms
  2026-04-16 09:13:15 /api/auth/me ................................. ~ 0.04ms
  2026-04-16 09:13:15 /api/auth/me ................................. ~ 0.03ms
  2026-04-16 09:13:17 /api/exams ................................... ~ 0.09ms
  2026-04-16 09:13:17 /api/exams ................................... ~ 0.36ms
  2026-04-16 09:13:17 /api/exams ................................... ~ 0.02ms
  2026-04-16 09:13:17 /api/exams ................................... ~ 0.02ms
  2026-04-16 09:13:20 /api/exams ................................... ~ 0.13ms
  2026-04-16 09:13:20 /api/exams ................................... ~ 0.52ms
  2026-04-16 09:13:20 /api/exams ................................. ~ 505.19ms
  2026-04-16 09:13:20 /api/exams ................................... ~ 0.03ms
  2026-04-16 09:13:20 /api/exams ................................... ~ 0.02ms
  2026-04-16 09:13:20 /api/exams ................................... ~ 0.02ms
  2026-04-16 09:13:25 /api/exams/1/analytics/summary ............... ~ 0.07ms
  2026-04-16 09:13:25 /api/exams/1/analytics/item-analysis ......... ~ 0.20ms
  2026-04-16 09:13:25 /api/exams/1/reports/ranking ................. ~ 0.27ms
  2026-04-16 09:13:25 /api/exams/1/analytics/summary ............... ~ 0.39ms
  2026-04-16 09:13:25 /api/exams/1/analytics/item-analysis ......... ~ 0.33ms
  2026-04-16 09:13:25 /api/exams/1/reports/ranking ................. ~ 0.10ms
  2026-04-16 09:13:25 /api/exams/1/analytics/summary ............... ~ 0.14ms
  2026-04-16 09:13:25 /api/exams/1/analytics/item-analysis ......... ~ 0.13ms
  2026-04-16 09:13:25 /api/exams/1/reports/ranking ................. ~ 0.10ms
  2026-04-16 09:13:25 /api/exams/1/analytics/summary ............... ~ 0.14ms
  2026-04-16 09:13:25 /api/exams/1/analytics/item-analysis ......... ~ 0.13ms
  2026-04-16 09:13:25 /api/exams/1/reports/ranking ............... ~ 503.35ms
  2026-04-16 09:13:31 /api/exams ................................... ~ 0.08ms
  2026-04-16 09:13:31 /api/exams ................................... ~ 0.32ms
  2026-04-16 09:13:31 /api/exams ................................... ~ 0.02ms
  2026-04-16 09:13:31 /api/exams ................................... ~ 0.02ms
  2026-04-16 09:13:31 /api/exams ................................... ~ 0.02ms
  2026-04-16 09:13:31 /api/exams ................................... ~ 0.02ms
  2026-04-16 09:13:41 /api/auth/me ................................. ~ 0.15ms
  2026-04-16 09:13:41 /api/auth/me ................................. ~ 0.67ms
  2026-04-16 09:13:41 /api/auth/me ................................. ~ 0.05ms
  2026-04-16 09:13:41 /api/auth/me ................................. ~ 0.02ms
  2026-04-16 09:13:42 /api/exams ................................... ~ 0.22ms
  2026-04-16 09:13:42 /api/exams ................................... ~ 0.82ms
  2026-04-16 09:13:43 /api/exams ................................... ~ 0.05ms
  2026-04-16 09:13:43 /api/exams ................................... ~ 0.05ms
  2026-04-16 09:13:43 /api/exams ................................... ~ 0.04ms
  2026-04-16 09:13:43 /api/exams ................................... ~ 0.04ms
  2026-04-16 09:13:53 /api/auth/me ................................. ~ 0.20ms
  2026-04-16 09:13:53 /api/auth/me ................................. ~ 0.72ms
  2026-04-16 09:13:54 /api/auth/me ................................. ~ 0.05ms
  2026-04-16 09:13:54 /api/auth/me ................................. ~ 0.04ms
  2026-04-16 09:24:06 /api/auth/me ............................... ~ 512.17ms
  2026-04-16 09:24:06 /api/auth/me ............................... ~ 513.17ms
  2026-04-16 09:24:06 /api/auth/me ................................. ~ 0.08ms
  2026-04-16 09:24:06 /api/auth/me ................................. ~ 0.06ms
  2026-04-16 09:25:14 /api/question-banks .......................... ~ 3.45ms
  2026-04-16 09:25:14 /api/question-banks .......................... ~ 4.32ms
  2026-04-16 09:25:14 /api/question-banks .......................... ~ 0.06ms
  2026-04-16 09:25:14 /api/question-banks .......................... ~ 0.06ms
  2026-04-16 09:25:24 /api/question-banks/1 ........................ ~ 0.12ms
  2026-04-16 09:25:24 /api/question-banks/1/questions .............. ~ 0.35ms
  2026-04-16 09:25:24 /api/question-banks/1 ........................ ~ 0.49ms
  2026-04-16 09:25:24 /api/question-banks/1/questions .............. ~ 0.71ms
  2026-04-16 09:25:24 /api/question-banks/1 ........................ ~ 0.03ms
  2026-04-16 09:25:24 /api/question-banks/1/questions .............. ~ 0.23ms
  2026-04-16 09:25:24 /api/question-banks/1 ........................ ~ 0.02ms
  2026-04-16 09:25:24 /api/question-banks/1/questions .............. ~ 0.02ms
  2026-04-16 09:25:35 /api/question-banks .......................... ~ 0.21ms
  2026-04-16 09:25:35 /api/question-banks .......................... ~ 0.99ms
  2026-04-16 09:25:35 /api/question-banks .......................... ~ 0.06ms
  2026-04-16 09:25:35 /api/question-banks .......................... ~ 0.06ms
  2026-04-16 09:25:43 /api/exams ................................... ~ 0.28ms
  2026-04-16 09:25:43 /api/exams ................................... ~ 1.61ms
  2026-04-16 09:25:43 /api/exams ................................... ~ 0.11ms
  2026-04-16 09:25:43 /api/exams ................................... ~ 0.11ms
  2026-04-16 09:25:47 /api/exams/1/analytics/summary ............... ~ 0.07ms
  2026-04-16 09:25:47 /api/exams/1/analytics/item-analysis ......... ~ 0.21ms
  2026-04-16 09:25:47 /api/exams/1/reports/ranking ................. ~ 0.29ms
  2026-04-16 09:25:47 /api/exams/1/analytics/summary ............... ~ 0.23ms
  2026-04-16 09:25:47 /api/exams/1/analytics/item-analysis ......... ~ 0.13ms
  2026-04-16 09:25:47 /api/exams/1/reports/ranking ................. ~ 0.10ms
  2026-04-16 09:25:47 /api/exams/1/analytics/summary ............... ~ 0.13ms
  2026-04-16 09:25:47 /api/exams/1/analytics/item-analysis ......... ~ 0.13ms
  2026-04-16 09:25:47 /api/exams/1/reports/ranking ................. ~ 0.10ms
  2026-04-16 09:25:47 /api/exams/1/analytics/summary ............. ~ 505.84ms
  2026-04-16 09:25:47 /api/exams/1/analytics/item-analysis ....... ~ 506.49ms
  2026-04-16 09:25:47 /api/exams/1/reports/ranking ................. ~ 0.54ms
  2026-04-16 09:26:16 /api/exams ................................... ~ 0.48ms
  2026-04-16 09:26:16 /api/exams ................................... ~ 1.84ms
  2026-04-16 09:26:16 /api/exams ................................... ~ 0.11ms
  2026-04-16 09:26:16 /api/exams ................................... ~ 0.10ms
  2026-04-16 09:26:16 /api/exams ................................... ~ 0.10ms
  2026-04-16 09:26:16 /api/exams ................................... ~ 0.10ms
  2026-04-16 09:26:21 /api/exams/1/analytics/summary ............... ~ 0.10ms
  2026-04-16 09:26:21 /api/exams/1/analytics/item-analysis ......... ~ 0.29ms
  2026-04-16 09:26:21 /api/exams/1/reports/ranking ................. ~ 0.41ms
  2026-04-16 09:26:21 /api/exams/1/analytics/summary ............... ~ 0.32ms
  2026-04-16 09:26:21 /api/exams/1/analytics/item-analysis ......... ~ 0.18ms
  2026-04-16 09:26:21 /api/exams/1/reports/ranking ................. ~ 0.16ms
  2026-04-16 09:26:21 /api/exams/1/analytics/summary ............... ~ 0.19ms
  2026-04-16 09:26:21 /api/exams/1/analytics/item-analysis ......... ~ 0.18ms
  2026-04-16 09:26:21 /api/exams/1/reports/ranking ................. ~ 0.13ms
  2026-04-16 09:26:21 /api/exams/1/analytics/summary ............... ~ 0.18ms
  2026-04-16 09:26:21 /api/exams/1/analytics/item-analysis ......... ~ 0.17ms
  2026-04-16 09:26:21 /api/exams/1/reports/ranking ................. ~ 0.12ms
  2026-04-16 09:26:23 /api/exams ................................... ~ 0.33ms
  2026-04-16 09:26:23 /api/exams ................................... ~ 0.07ms
  2026-04-16 09:26:23 /api/exams ................................... ~ 0.07ms
  2026-04-16 09:26:23 /api/exams ................................... ~ 0.07ms
  2026-04-16 09:26:23 /api/exams ................................... ~ 0.13ms
  2026-04-16 09:26:23 /api/exams ................................... ~ 0.03ms
  2026-04-16 09:26:25 /api/exams/1/analytics/summary ............... ~ 0.40ms
  2026-04-16 09:26:25 /api/exams/1/analytics/item-analysis ......... ~ 1.11ms
  2026-04-16 09:26:25 /api/exams/1/reports/ranking ................. ~ 1.56ms
  2026-04-16 09:26:25 /api/exams/1/analytics/summary ............... ~ 2.23ms
  2026-04-16 09:26:25 /api/exams/1/analytics/item-analysis ......... ~ 1.91ms
  2026-04-16 09:26:25 /api/exams/1/reports/ranking ................. ~ 0.58ms
  2026-04-16 09:26:25 /api/exams/1/analytics/summary ............... ~ 0.75ms
  2026-04-16 09:26:25 /api/exams/1/analytics/item-analysis ......... ~ 0.71ms
  2026-04-16 09:26:25 /api/exams/1/reports/ranking ................. ~ 0.58ms
  2026-04-16 09:26:25 /api/exams/1/analytics/summary ............... ~ 0.75ms
  2026-04-16 09:26:25 /api/exams/1/analytics/item-analysis ......... ~ 0.72ms
  2026-04-16 09:26:25 /api/exams/1/reports/ranking ................. ~ 0.57ms
  2026-04-16 09:26:26 /api/exams ................................... ~ 0.30ms
  2026-04-16 09:26:26 /api/exams ................................... ~ 1.02ms
  2026-04-16 09:26:27 /api/exams ................................... ~ 0.06ms
  2026-04-16 09:26:27 /api/exams ................................... ~ 0.10ms
  2026-04-16 09:26:27 /api/exams ................................... ~ 0.05ms
  2026-04-16 09:26:27 /api/exams ................................... ~ 0.12ms
  2026-04-16 09:27:06 /api/exams ................................. ~ 505.24ms
  2026-04-16 09:28:09 /api/exams ................................... ~ 0.31ms
  2026-04-16 09:28:09 /api/exams ................................... ~ 1.16ms
  2026-04-16 09:28:09 /api/exams ................................... ~ 0.06ms
  2026-04-16 09:28:09 /api/exams ................................... ~ 0.06ms
  2026-04-16 09:28:09 /api/exams ................................... ~ 0.06ms
  2026-04-16 09:28:09 /api/exams ................................... ~ 0.06ms
  2026-04-16 09:28:09 /api/exams ................................... ~ 0.23ms
  2026-04-16 09:28:09 /api/exams ................................... ~ 0.80ms
  2026-04-16 09:28:09 /api/exams ................................... ~ 0.05ms
  2026-04-16 09:28:09 /api/exams ................................... ~ 0.04ms
  2026-04-16 09:28:10 /api/exams ................................. ~ 505.84ms
  2026-04-16 09:28:10 /api/exams ................................... ~ 0.11ms
  2026-04-16 09:28:11 /api/exams/1/analytics/summary ............... ~ 0.11ms
  2026-04-16 09:28:11 /api/exams/1/analytics/item-analysis ......... ~ 0.28ms
  2026-04-16 09:28:11 /api/exams/1/reports/ranking ................. ~ 0.39ms
  2026-04-16 09:28:11 /api/exams/1/analytics/summary ............... ~ 0.53ms
  2026-04-16 09:28:11 /api/exams/1/analytics/item-analysis ......... ~ 0.41ms
  2026-04-16 09:28:11 /api/exams/1/reports/ranking ................. ~ 0.13ms
  2026-04-16 09:28:11 /api/exams/1/analytics/summary ............... ~ 0.16ms
  2026-04-16 09:28:11 /api/exams/1/analytics/item-analysis ......... ~ 0.16ms
  2026-04-16 09:28:11 /api/exams/1/reports/ranking ................. ~ 0.12ms
  2026-04-16 09:28:11 /api/exams/1/analytics/summary ............... ~ 0.17ms
  2026-04-16 09:28:11 /api/exams/1/analytics/item-analysis ......... ~ 0.15ms
  2026-04-16 09:28:11 /api/exams/1/reports/ranking ................. ~ 0.12ms
  2026-04-16 09:34:53 /api/exams/1 ................................. ~ 1.11ms
  2026-04-16 09:34:53 /api/exams/1/analytics/summary ............... ~ 1.55ms
  2026-04-16 09:34:53 /api/exams/1/analytics/item-analysis ......... ~ 1.76ms
  2026-04-16 09:34:53 /api/exams/1/questions ....................... ~ 0.43ms
  2026-04-16 09:34:53 /api/exams/1/reports/results ................. ~ 0.30ms
  2026-04-16 09:34:53 /api/exams/1 ................................. ~ 0.25ms
  2026-04-16 09:34:53 /api/exams/1/analytics/summary ............... ~ 0.38ms
  2026-04-16 09:34:53 /api/exams/1/analytics/item-analysis ......... ~ 0.23ms
  2026-04-16 09:34:53 /api/exams/1/questions ....................... ~ 0.19ms
  2026-04-16 09:34:53 /api/exams/1/reports/results ................. ~ 0.29ms
  2026-04-16 09:34:53 /api/exams/1/reports/results ................. ~ 0.03ms
  2026-04-16 09:34:53 /api/exams/1/reports/results ................. ~ 0.03ms
  2026-04-16 09:40:43 /api/exams/1 ................................. ~ 3.68ms
  2026-04-16 09:40:43 /api/exams/1/analytics/summary ............... ~ 4.59ms
  2026-04-16 09:40:43 /api/exams/1/analytics/item-analysis ......... ~ 5.03ms
  2026-04-16 09:40:43 /api/exams/1/questions ....................... ~ 5.38ms
  2026-04-16 09:40:43 /api/exams/1/reports/results ................. ~ 1.53ms
  2026-04-16 09:40:43 /api/exams/1 ................................. ~ 0.57ms
  2026-04-16 09:40:43 /api/exams/1/analytics/summary ............... ~ 0.83ms
  2026-04-16 09:40:43 /api/exams/1/analytics/item-analysis ......... ~ 0.54ms
  2026-04-16 09:40:43 /api/exams/1/questions ....................... ~ 0.44ms
  2026-04-16 09:40:44 /api/exams/1/reports/results ................. ~ 0.66ms
  2026-04-16 09:40:44 /api/exams/1 ................................. ~ 0.57ms
  2026-04-16 09:40:44 /api/exams/1/analytics/summary ............... ~ 0.82ms
  2026-04-16 09:40:44 /api/exams/1/analytics/item-analysis ......... ~ 0.54ms
  2026-04-16 09:40:44 /api/exams/1/questions ....................... ~ 0.44ms
  2026-04-16 09:40:44 /api/exams/1/reports/results ................. ~ 0.66ms
  2026-04-16 09:40:44 /api/exams/1 ................................. ~ 0.57ms
  2026-04-16 09:40:44 /api/exams/1/analytics/summary ............... ~ 0.82ms
  2026-04-16 09:40:44 /api/exams/1/analytics/item-analysis ......... ~ 0.71ms
  2026-04-16 09:40:44 /api/exams/1/questions ....................... ~ 0.27ms
  2026-04-16 09:40:44 /api/exams/1/reports/results ................. ~ 0.33ms
  2026-04-16 09:40:44 /api/exams/1/reports/results ................. ~ 0.25ms
  2026-04-16 09:40:44 /api/exams/1/reports/results ................. ~ 0.24ms
  2026-04-16 09:40:44 /api/exams/1/reports/results ................. ~ 0.03ms
  2026-04-16 09:40:44 /api/exams/1/reports/results ................. ~ 0.03ms
  2026-04-16 09:40:44 /api/exams/1 ................................. ~ 0.11ms
  2026-04-16 09:40:44 /api/exams/1/analytics/summary ............... ~ 0.41ms
  2026-04-16 09:40:44 /api/exams/1/analytics/item-analysis ......... ~ 0.21ms
  2026-04-16 09:40:44 /api/exams/1/questions ....................... ~ 0.15ms
  2026-04-16 09:40:44 /api/exams/1/reports/results ................. ~ 0.23ms
  2026-04-16 09:40:44 /api/exams/1 ................................. ~ 0.19ms
  2026-04-16 09:40:44 /api/exams/1/analytics/summary ............... ~ 0.29ms
  2026-04-16 09:40:44 /api/exams/1/analytics/item-analysis ......... ~ 0.17ms
  2026-04-16 09:40:44 /api/exams/1/questions ....................... ~ 0.14ms
  2026-04-16 09:40:44 /api/exams/1/reports/results ................. ~ 0.26ms
  2026-04-16 09:40:44 /api/exams/1 ................................. ~ 0.19ms
  2026-04-16 09:40:44 /api/exams/1/analytics/summary ............... ~ 0.26ms
  2026-04-16 09:40:44 /api/exams/1/analytics/item-analysis ......... ~ 0.15ms
  2026-04-16 09:40:44 /api/exams/1/questions ....................... ~ 0.17ms
  2026-04-16 09:40:44 /api/exams/1/reports/results ................. ~ 0.24ms
  2026-04-16 09:40:44 /api/exams/1 ................................. ~ 0.16ms
  2026-04-16 09:40:44 /api/exams/1/analytics/summary ............... ~ 0.24ms
  2026-04-16 09:40:44 /api/exams/1/analytics/item-analysis ......... ~ 0.15ms
  2026-04-16 09:40:44 /api/exams/1/questions ....................... ~ 0.12ms
  2026-04-16 09:40:44 /api/exams/1/reports/results ................. ~ 0.19ms
  2026-04-16 09:40:44 /api/exams/1/reports/results ................. ~ 0.16ms
  2026-04-16 09:40:44 /api/exams/1/reports/results ................. ~ 0.15ms
  2026-04-16 09:40:44 /api/exams/1/reports/results ................. ~ 0.02ms
  2026-04-16 09:40:44 /api/exams/1/reports/results ................. ~ 0.02ms
  2026-04-16 09:40:45 /api/exams/1 ................................. ~ 0.07ms
  2026-04-16 09:40:45 /api/exams/1/analytics/summary ............... ~ 0.28ms
  2026-04-16 09:40:45 /api/exams/1/analytics/item-analysis ......... ~ 0.13ms
  2026-04-16 09:40:45 /api/exams/1/questions ....................... ~ 0.10ms
  2026-04-16 09:40:45 /api/exams/1/reports/results ................. ~ 0.16ms
  2026-04-16 09:40:45 /api/exams/1 ................................. ~ 0.13ms
  2026-04-16 09:40:45 /api/exams/1/analytics/summary ............... ~ 0.20ms
  2026-04-16 09:40:45 /api/exams/1/analytics/item-analysis ......... ~ 0.12ms
  2026-04-16 09:40:45 /api/exams/1/questions ....................... ~ 0.10ms
  2026-04-16 09:40:45 /api/exams/1/reports/results ................. ~ 0.15ms
  2026-04-16 09:40:45 /api/exams/1 ................................. ~ 0.13ms
  2026-04-16 09:40:45 /api/exams/1/analytics/summary ............... ~ 0.20ms
  2026-04-16 09:40:45 /api/exams/1/analytics/item-analysis ......... ~ 0.12ms
  2026-04-16 09:40:45 /api/exams/1/questions ....................... ~ 0.10ms
  2026-04-16 09:40:45 /api/exams/1/reports/results ................. ~ 0.15ms
  2026-04-16 09:40:45 /api/exams/1 ................................. ~ 0.13ms
  2026-04-16 09:40:45 /api/exams/1/analytics/summary ............... ~ 0.20ms
  2026-04-16 09:40:45 /api/exams/1/analytics/item-analysis ......... ~ 0.12ms
  2026-04-16 09:40:45 /api/exams/1/questions ....................... ~ 0.09ms
  2026-04-16 09:40:45 /api/exams/1/reports/results ................. ~ 0.16ms
  2026-04-16 09:40:45 /api/exams/1/reports/results ................. ~ 0.13ms
  2026-04-16 09:40:45 /api/exams/1/reports/results ................. ~ 0.12ms
  2026-04-16 09:40:45 /api/exams/1/reports/results ................. ~ 0.01ms
  2026-04-16 09:40:45 /api/exams/1/reports/results ................. ~ 0.01ms
  2026-04-16 09:40:50 /api/exams/1/reports/results ................. ~ 0.38ms
  2026-04-16 09:40:50 /api/exams/1/reports/results ................. ~ 0.11ms
  2026-04-16 09:40:53 /api/exams/1 ................................. ~ 0.06ms
  2026-04-16 09:40:53 /api/exams/1/analytics/summary ............... ~ 0.03ms
  2026-04-16 09:40:53 /api/exams/1/analytics/item-analysis ......... ~ 0.15ms
  2026-04-16 09:40:53 /api/exams/1/questions ....................... ~ 0.11ms
  2026-04-16 09:40:53 /api/exams/1/reports/results ................. ~ 0.18ms
  2026-04-16 09:40:53 /api/exams/1 ................................. ~ 0.15ms
  2026-04-16 09:40:53 /api/exams/1/analytics/summary ............... ~ 0.22ms
  2026-04-16 09:40:53 /api/exams/1/analytics/item-analysis ......... ~ 0.14ms
  2026-04-16 09:40:53 /api/exams/1/questions ....................... ~ 0.11ms
  2026-04-16 09:40:53 /api/exams/1/reports/results ................. ~ 0.17ms
  2026-04-16 09:40:53 /api/exams/1 ................................. ~ 0.15ms
  2026-04-16 09:40:53 /api/exams/1/analytics/summary ............... ~ 0.22ms
  2026-04-16 09:40:53 /api/exams/1/analytics/item-analysis ......... ~ 0.14ms
  2026-04-16 09:40:53 /api/exams/1/questions ....................... ~ 0.11ms
  2026-04-16 09:40:53 /api/exams/1/reports/results ................. ~ 0.17ms
  2026-04-16 09:40:53 /api/exams/1 ................................. ~ 0.15ms
  2026-04-16 09:40:53 /api/exams/1/analytics/summary ............... ~ 0.24ms
  2026-04-16 09:40:53 /api/exams/1/analytics/item-analysis ......... ~ 0.13ms
  2026-04-16 09:40:53 /api/exams/1/questions ....................... ~ 0.10ms
  2026-04-16 09:40:53 /api/exams/1/reports/results ................. ~ 0.17ms
  2026-04-16 09:40:53 /api/exams/1/reports/results ................. ~ 0.14ms
  2026-04-16 09:40:53 /api/exams/1/reports/results ................. ~ 0.14ms
  2026-04-16 09:40:53 /api/exams/1/reports/results ................. ~ 0.02ms
  2026-04-16 09:40:53 /api/exams/1/reports/results ................. ~ 0.02ms
  2026-04-16 09:40:55 /api/exams/1/reports/results ................. ~ 0.26ms
  2026-04-16 09:40:55 /api/exams/1/reports/results ................. ~ 0.06ms
  2026-04-16 09:41:22 /api/exams/1 ............................... ~ 504.70ms
  2026-04-16 09:41:22 /api/exams/1/analytics/summary ............... ~ 0.04ms
  2026-04-16 09:41:22 /api/exams/1/analytics/item-analysis ......... ~ 0.18ms
  2026-04-16 09:41:22 /api/exams/1/questions ....................... ~ 0.13ms
  2026-04-16 09:41:22 /api/exams/1/reports/results ................. ~ 0.20ms
  2026-04-16 09:41:22 /api/exams/1 ................................. ~ 0.17ms
  2026-04-16 09:41:22 /api/exams/1/analytics/summary ............... ~ 0.25ms
  2026-04-16 09:41:22 /api/exams/1/analytics/item-analysis ......... ~ 0.16ms
  2026-04-16 09:41:22 /api/exams/1/questions ....................... ~ 0.12ms
  2026-04-16 09:41:22 /api/exams/1/reports/results ................. ~ 0.20ms
  2026-04-16 09:41:22 /api/exams/1 ................................. ~ 0.16ms
  2026-04-16 09:41:22 /api/exams/1/analytics/summary ............... ~ 0.25ms
  2026-04-16 09:41:22 /api/exams/1/analytics/item-analysis ......... ~ 0.15ms
  2026-04-16 09:41:22 /api/exams/1/questions ....................... ~ 0.14ms
  2026-04-16 09:41:22 /api/exams/1/reports/results ................. ~ 0.22ms
  2026-04-16 09:41:22 /api/exams/1 ................................. ~ 0.19ms
  2026-04-16 09:41:22 /api/exams/1/analytics/summary ............... ~ 0.29ms
  2026-04-16 09:41:23 /api/exams/1/analytics/item-analysis ......... ~ 0.17ms
  2026-04-16 09:41:23 /api/exams/1/questions ....................... ~ 0.14ms
  2026-04-16 09:41:23 /api/exams/1/reports/results ................. ~ 0.23ms
  2026-04-16 09:41:23 /api/exams/1/reports/results ................. ~ 0.19ms
