
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-04-15 11:54:38 /api/groups/1/members ........................ ~ 0.31ms
  2026-04-15 11:54:38 /api/groups/1 ................................ ~ 0.14ms
  2026-04-15 11:54:38 /api/groups/1/members ........................ ~ 0.17ms
  2026-04-15 11:54:38 /api/groups/1 ................................ ~ 0.02ms
  2026-04-15 11:54:38 /api/groups/1/members ........................ ~ 0.05ms
  2026-04-15 11:54:38 /api/groups/1 ................................ ~ 0.02ms
  2026-04-15 11:54:38 /api/groups/1/members ........................ ~ 0.18ms
  2026-04-15 11:54:38 /api/groups/1 ................................ ~ 0.30ms
  2026-04-15 11:54:38 /api/groups/1/members ........................ ~ 0.29ms
  2026-04-15 11:54:38 /api/groups/1 ................................ ~ 0.14ms
  2026-04-15 11:54:38 /api/groups/1/members ........................ ~ 0.16ms
  2026-04-15 11:54:38 /api/groups/1 ................................ ~ 0.01ms
  2026-04-15 11:54:38 /api/groups/1/members ...................... ~ 505.71ms
  2026-04-15 11:54:39 /api/users ................................... ~ 0.06ms
  2026-04-15 11:54:39 /api/users ................................. ~ 505.58ms
  2026-04-15 11:54:42 /api/auth/logout ............................. ~ 0.29ms
  2026-04-15 11:54:42 /api/auth/logout ............................. ~ 0.05ms
  2026-04-15 11:54:46 /api/auth/login ............................ ~ 504.20ms
  2026-04-15 11:54:46 /api/auth/login .............................. ~ 0.03ms
  2026-04-15 11:54:47 /api/auth/me ................................. ~ 0.03ms
  2026-04-15 11:54:47 /api/auth/me ................................. ~ 0.33ms
  2026-04-15 11:54:47 /api/auth/me ................................. ~ 0.02ms
  2026-04-15 11:54:47 /api/auth/me ................................. ~ 0.02ms
  2026-04-15 11:54:50 /api/groups ................................ ~ 505.74ms
  2026-04-15 11:54:50 /api/groups ................................ ~ 506.61ms
  2026-04-15 11:54:50 /api/groups .................................. ~ 0.07ms
  2026-04-15 11:54:50 /api/groups .................................. ~ 0.09ms
  2026-04-15 11:54:52 /api/groups/1 ................................ ~ 0.27ms
  2026-04-15 11:54:52 /api/groups/1/members ........................ ~ 0.98ms
  2026-04-15 11:54:52 /api/groups/1 ................................ ~ 0.56ms
  2026-04-15 11:54:52 /api/groups/1/members ........................ ~ 0.88ms
  2026-04-15 11:54:52 /api/groups/1 ................................ ~ 0.57ms
  2026-04-15 11:54:52 /api/groups/1/members ........................ ~ 0.56ms
  2026-04-15 11:54:52 /api/groups/1 ................................ ~ 0.04ms
  2026-04-15 11:54:52 /api/groups/1/members ........................ ~ 0.04ms
  2026-04-15 11:54:53 /api/users ................................... ~ 0.09ms
  2026-04-15 11:54:53 /api/users ................................. ~ 502.83ms
  2026-04-15 11:55:58 /api/groups/1 ................................ ~ 0.09ms
  2026-04-15 11:55:58 /api/groups/1/members ........................ ~ 0.27ms
  2026-04-15 11:55:58 /api/groups/1 ................................ ~ 0.40ms
  2026-04-15 11:55:58 /api/groups/1/members ........................ ~ 0.55ms
  2026-04-15 11:55:58 /api/groups/1 ................................ ~ 0.02ms
  2026-04-15 11:55:58 /api/groups/1/members ........................ ~ 0.17ms
  2026-04-15 11:55:58 /api/groups/1 ................................ ~ 0.01ms
  2026-04-15 11:55:58 /api/groups/1/members ........................ ~ 0.02ms
  2026-04-15 11:56:05 /api/groups/1/members/4 ...................... ~ 2.95ms
  2026-04-15 11:56:05 /api/groups/1/members/4 ...................... ~ 0.03ms
  2026-04-15 11:56:06 /api/users ................................... ~ 0.35ms
  2026-04-15 11:56:06 /api/users ................................... ~ 0.04ms
  2026-04-15 11:56:47 /api/groups/1/members/bulk ................... ~ 0.13ms
  2026-04-15 11:56:47 /api/groups/1/members/bulk ................. ~ 506.13ms
  2026-04-15 11:56:47 /api/groups/1/members ........................ ~ 0.11ms
  2026-04-15 11:56:47 /api/groups/1/members ........................ ~ 0.08ms
  2026-04-15 11:56:56 /api/question-banks .......................... ~ 0.26ms
  2026-04-15 11:56:56 /api/question-banks .......................... ~ 0.78ms
  2026-04-15 11:56:56 /api/question-banks .......................... ~ 0.06ms
  2026-04-15 11:56:56 /api/question-banks .......................... ~ 0.06ms
  2026-04-15 11:56:58 /api/exams ................................... ~ 0.34ms
  2026-04-15 11:56:58 /api/exams ................................... ~ 1.21ms
  2026-04-15 11:56:58 /api/exams ................................... ~ 0.07ms
  2026-04-15 11:56:58 /api/exams ................................... ~ 0.07ms
  2026-04-15 11:56:59 /api/question-banks .......................... ~ 0.16ms
  2026-04-15 11:56:59 /api/question-banks .......................... ~ 0.57ms
  2026-04-15 11:56:59 /api/question-banks .......................... ~ 0.05ms
  2026-04-15 11:56:59 /api/question-banks .......................... ~ 0.04ms
  2026-04-15 11:57:00 /api/exams ................................... ~ 0.34ms
  2026-04-15 11:57:00 /api/exams ................................... ~ 1.01ms
  2026-04-15 11:57:01 /api/exams ................................... ~ 0.08ms
  2026-04-15 11:57:01 /api/exams ................................... ~ 0.05ms
  2026-04-15 11:57:02 /api/grading/pending-essays .................. ~ 0.30ms
  2026-04-15 11:57:02 /api/grading/pending-essays .................. ~ 1.01ms
  2026-04-15 11:57:02 /api/grading/pending-essays .................. ~ 0.10ms
  2026-04-15 11:57:02 /api/grading/pending-essays .................. ~ 0.10ms
  2026-04-15 11:57:32 /api/exams ................................... ~ 0.14ms
  2026-04-15 11:57:32 /api/exams ................................... ~ 0.51ms
  2026-04-15 11:57:32 /api/exams ................................. ~ 500.90ms
  2026-04-15 11:57:32 /api/exams ................................... ~ 0.06ms
  2026-04-15 11:58:53 /api/exams ................................... ~ 0.15ms
  2026-04-15 11:58:53 /api/exams ................................... ~ 0.04ms
  2026-04-15 11:58:53 /api/exams ................................... ~ 0.04ms
  2026-04-15 11:58:53 /api/exams ................................... ~ 0.04ms
  2026-04-15 12:10:11 /api/exams ................................... ~ 2.45ms
  2026-04-15 12:10:11 /api/exams ................................... ~ 3.47ms
  2026-04-15 13:04:02 /api/exams ................................... ~ 2.05ms
  2026-04-15 13:04:02 /api/exams ................................... ~ 2.62ms
  2026-04-15 13:04:03 /api/exams ................................. ~ 505.25ms
  2026-04-15 13:04:03 /api/exams ................................. ~ 505.41ms
  2026-04-15 13:04:03 /api/exams ................................... ~ 0.02ms
  2026-04-15 13:04:03 /api/exams ................................... ~ 0.19ms
  2026-04-15 13:04:03 /api/exams ................................... ~ 0.02ms
  2026-04-15 13:04:03 /api/exams ................................... ~ 0.19ms
  2026-04-15 13:04:04 /api/exams ................................... ~ 0.35ms
  2026-04-15 13:04:04 /api/exams ................................... ~ 1.56ms
  2026-04-15 13:04:05 /api/exams ................................... ~ 0.07ms
  2026-04-15 13:04:05 /api/exams ................................... ~ 0.25ms
  2026-04-15 13:04:06 /api/exams ................................... ~ 0.22ms
  2026-04-15 13:04:06 /api/exams ................................... ~ 0.86ms
  2026-04-15 13:04:07 /api/question-banks .......................... ~ 0.41ms
  2026-04-15 13:04:07 /api/question-banks .......................... ~ 1.38ms
  2026-04-15 13:04:08 /api/users ................................... ~ 0.11ms
  2026-04-15 13:04:08 /api/users ................................... ~ 0.33ms
  2026-04-15 13:04:09 /api/question-banks .......................... ~ 0.19ms
  2026-04-15 13:04:09 /api/question-banks .......................... ~ 0.73ms
  2026-04-15 13:04:10 /api/exams ................................... ~ 0.33ms
  2026-04-15 13:04:10 /api/exams ................................... ~ 1.18ms
  2026-04-15 13:04:10 /api/question-banks .......................... ~ 0.21ms
  2026-04-15 13:04:10 /api/question-banks .......................... ~ 0.65ms
  2026-04-15 13:04:11 /api/users ................................... ~ 0.20ms
  2026-04-15 13:04:11 /api/users ................................... ~ 0.75ms
  2026-04-15 13:04:11 /api/auth/me ................................. ~ 0.17ms
  2026-04-15 13:04:11 /api/auth/me ................................. ~ 0.63ms
  2026-04-15 13:04:15 /api/auth/logout ........................... ~ 505.66ms
  2026-04-15 13:04:16 /api/auth/logout ............................. ~ 0.29ms
  2026-04-15 13:04:17 /api/auth/logout ............................. ~ 0.39ms
  2026-04-15 13:04:29 /api/auth/login .............................. ~ 0.60ms
  2026-04-15 13:06:06 /api/auth/login .............................. ~ 0.66ms
  2026-04-15 13:06:06 /api/auth/login ............................ ~ 505.23ms
  2026-04-15 13:06:06 /api/auth/me ................................. ~ 0.03ms
  2026-04-15 13:06:06 /api/auth/me ................................. ~ 0.27ms
  2026-04-15 13:06:06 /api/auth/me ................................. ~ 0.02ms
  2026-04-15 13:06:06 /api/auth/me ................................. ~ 0.02ms
  2026-04-15 13:06:09 /api/exams ................................... ~ 0.44ms
  2026-04-15 13:06:09 /api/exams ................................... ~ 1.62ms
  2026-04-15 13:06:09 /api/exams ................................... ~ 0.08ms
  2026-04-15 13:06:09 /api/exams ................................... ~ 0.09ms
  2026-04-15 13:06:14 /api/exams/1/participants .................... ~ 2.73ms
  2026-04-15 13:06:14 /api/groups .................................. ~ 2.92ms
  2026-04-15 13:06:14 /api/exams/1/participants .................... ~ 3.16ms
  2026-04-15 13:06:14 /api/groups .................................. ~ 0.41ms
  2026-04-15 13:06:14 /api/exams/1/participants .................... ~ 0.23ms
  2026-04-15 13:06:14 /api/groups .................................. ~ 0.16ms
  2026-04-15 13:06:14 /api/exams/1/participants .................... ~ 0.02ms
  2026-04-15 13:06:14 /api/groups .................................. ~ 0.02ms
  2026-04-15 13:06:22 /api/auth/me ................................. ~ 0.13ms
  2026-04-15 13:06:22 /api/auth/me ............................... ~ 506.46ms
  2026-04-15 13:06:22 /api/auth/me ................................. ~ 0.11ms
  2026-04-15 13:06:22 /api/auth/me ................................. ~ 0.12ms
  2026-04-15 13:06:25 /api/exams ................................... ~ 0.15ms
  2026-04-15 13:06:25 /api/exams ................................... ~ 0.51ms
  2026-04-15 13:06:25 /api/exams ................................. ~ 505.57ms
  2026-04-15 13:06:25 /api/exams ................................... ~ 0.11ms
  2026-04-15 13:06:36 /api/exams/1/token ........................... ~ 0.10ms
  2026-04-15 13:06:36 /api/exams/1/token ......................... ~ 505.20ms
  2026-04-15 13:07:30 /api/auth/me ................................. ~ 5.46ms
  2026-04-15 13:07:30 /api/auth/me ................................. ~ 6.11ms
  2026-04-15 13:07:30 /api/auth/me ................................. ~ 0.05ms
  2026-04-15 13:07:30 /api/auth/me ................................. ~ 0.05ms
  2026-04-15 13:07:31 /api/exams ................................... ~ 0.37ms
  2026-04-15 13:07:31 /api/exams ................................... ~ 1.24ms
  2026-04-15 13:07:31 /api/exams ................................... ~ 0.07ms
  2026-04-15 13:07:31 /api/exams ................................... ~ 0.07ms
  2026-04-15 13:08:21 /api/auth/me ................................. ~ 0.16ms
  2026-04-15 13:08:21 /api/auth/me ................................. ~ 0.55ms
  2026-04-15 13:08:21 /api/auth/me ................................. ~ 0.03ms
  2026-04-15 13:08:21 /api/auth/me ................................. ~ 0.03ms
  2026-04-15 13:08:28 /api/users ................................. ~ 504.34ms
  2026-04-15 13:08:28 /api/users ................................. ~ 504.80ms
  2026-04-15 13:08:28 /api/users ................................... ~ 0.04ms
  2026-04-15 13:08:28 /api/users ................................... ~ 0.04ms
  2026-04-15 13:08:36 /api/auth/logout ............................. ~ 4.94ms
  2026-04-15 13:08:36 /api/auth/logout ............................. ~ 0.03ms
  2026-04-15 13:08:40 /api/auth/login .............................. ~ 0.15ms
  2026-04-15 13:08:40 /api/auth/login .............................. ~ 0.04ms
  2026-04-15 13:09:19 /api/auth/login .............................. ~ 0.49ms
  2026-04-15 13:09:19 /api/auth/login ............................ ~ 504.52ms
  2026-04-15 13:09:19 /api/auth/me ................................. ~ 0.02ms
  2026-04-15 13:09:19 /api/auth/me ................................. ~ 0.17ms
  2026-04-15 13:09:19 /api/auth/me ................................. ~ 0.01ms
  2026-04-15 13:09:20 /api/auth/me ................................. ~ 0.01ms
  2026-04-15 13:10:12 /api/exams/1/start ........................... ~ 0.61ms
  2026-04-15 13:10:12 /api/exams/1/start ......................... ~ 505.72ms
  2026-04-15 13:10:19 /api/attempts/1/answer ....................... ~ 0.24ms
  2026-04-15 13:10:19 /api/attempts/1/answer ....................... ~ 0.07ms
  2026-04-15 13:10:26 /api/attempts/1/answer ....................... ~ 0.24ms
  2026-04-15 13:10:26 /api/attempts/1/answer ....................... ~ 0.07ms
  2026-04-15 13:10:30 /api/attempts/1/answer ....................... ~ 0.24ms
  2026-04-15 13:10:30 /api/attempts/1/answer ....................... ~ 0.05ms
  2026-04-15 13:10:35 /api/attempts/1/answer ....................... ~ 0.27ms
  2026-04-15 13:10:35 /api/attempts/1/answer ....................... ~ 0.18ms
  2026-04-15 13:10:40 /api/attempts/1/answer ....................... ~ 0.12ms
  2026-04-15 13:10:40 /api/attempts/1/answer ....................... ~ 0.03ms
  2026-04-15 13:10:46 /api/attempts/1/submit ....................... ~ 0.19ms
  2026-04-15 13:10:46 /api/attempts/1/submit ....................... ~ 0.07ms
  2026-04-15 13:10:48 /api/attempts/1/submit ....................... ~ 0.25ms
  2026-04-15 13:10:48 /api/attempts/1/submit ....................... ~ 0.08ms
  2026-04-15 13:10:59 /api/attempts/1/submit ..................... ~ 503.48ms
  2026-04-15 13:10:59 /api/attempts/1/submit ....................... ~ 0.06ms
  2026-04-15 13:12:41 /api/attempts/1/events ....................... ~ 0.52ms
  2026-04-15 13:12:42 /api/attempts/1/events ....................... ~ 0.13ms
  2026-04-15 13:12:43 /api/attempts/1/events ....................... ~ 0.07ms
  2026-04-15 13:12:44 /api/attempts/1/events ....................... ~ 0.07ms
  2026-04-15 13:12:44 /api/attempts/1/events ....................... ~ 0.11ms
  2026-04-15 13:12:45 /api/attempts/1/events ....................... ~ 0.17ms
  2026-04-15 13:12:46 /api/attempts/1/events ....................... ~ 0.15ms
  2026-04-15 13:12:46 /api/attempts/1/events ....................... ~ 0.12ms
  2026-04-15 13:12:52 /api/attempts/1/events ....................... ~ 0.15ms
  2026-04-15 13:12:52 /api/attempts/1/events ....................... ~ 0.08ms
  2026-04-15 13:12:52 /api/attempts/1/events ....................... ~ 0.07ms
  2026-04-15 13:12:52 /api/attempts/1/events ....................... ~ 0.05ms
  2026-04-15 13:12:52 /api/attempts/1/events ....................... ~ 0.25ms
  2026-04-15 13:12:53 /api/attempts/1/events ....................... ~ 0.05ms
  2026-04-15 13:12:53 /api/attempts/1/events ....................... ~ 0.28ms
  2026-04-15 13:12:59 /api/attempts/1/events ....................... ~ 0.30ms
  2026-04-15 13:13:00 /api/attempts/1/events ....................... ~ 0.29ms
  2026-04-15 13:13:02 /api/attempts/1/answer ....................... ~ 0.20ms
  2026-04-15 13:13:02 /api/attempts/1/answer ....................... ~ 0.05ms
  2026-04-15 13:13:06 /api/attempts/1/answer ....................... ~ 0.22ms
  2026-04-15 13:13:06 /api/attempts/1/answer ....................... ~ 0.09ms
  2026-04-15 13:13:09 /api/attempts/1/answer ....................... ~ 1.29ms
  2026-04-15 13:13:09 /api/attempts/1/answer ....................... ~ 0.08ms
  2026-04-15 13:13:12 /api/attempts/1/answer ....................... ~ 0.17ms
  2026-04-15 13:13:12 /api/attempts/1/answer ....................... ~ 0.05ms
  2026-04-15 13:13:16 /api/attempts/1/answer ....................... ~ 0.80ms
  2026-04-15 13:13:16 /api/attempts/1/answer ....................... ~ 0.11ms
  2026-04-15 13:13:20 /api/attempts/1/submit ....................... ~ 0.36ms
  2026-04-15 13:13:20 /api/attempts/1/submit ....................... ~ 0.10ms
  2026-04-15 13:13:20 /api/auth/me ................................. ~ 0.12ms
  2026-04-15 13:13:20 /api/auth/me ................................. ~ 1.12ms
  2026-04-15 13:13:20 /api/auth/me ................................. ~ 0.10ms
  2026-04-15 13:13:20 /api/auth/me ................................. ~ 0.06ms
  2026-04-15 13:13:59 /api/auth/logout ............................. ~ 0.38ms
  2026-04-15 13:14:00 /api/auth/logout ............................. ~ 0.08ms
  2026-04-15 13:14:01 /api/auth/login .............................. ~ 0.11ms
  2026-04-15 13:14:01 /api/auth/login ............................ ~ 505.92ms
  2026-04-15 13:14:02 /api/auth/me ................................. ~ 0.12ms
  2026-04-15 13:14:02 /api/auth/me ................................. ~ 0.10ms
  2026-04-15 13:14:02 /api/auth/me ................................. ~ 0.09ms
  2026-04-15 13:14:02 /api/auth/me ................................. ~ 0.11ms
  2026-04-15 13:14:08 /api/exams/1/analytics/summary ............... ~ 0.14ms
  2026-04-15 13:14:08 /api/exams/1/analytics/item-analysis ......... ~ 0.38ms
  2026-04-15 13:14:08 /api/exams/1/reports/ranking ................. ~ 0.53ms
  2026-04-15 13:14:08 /api/exams/1/analytics/summary ............... ~ 0.75ms
  2026-04-15 13:14:08 /api/exams/1/analytics/item-analysis ......... ~ 0.62ms
  2026-04-15 13:14:08 /api/exams/1/reports/ranking ................. ~ 0.18ms
  2026-04-15 13:14:08 /api/exams/1/analytics/summary ............... ~ 0.24ms
  2026-04-15 13:14:08 /api/exams/1/analytics/item-analysis ......... ~ 0.23ms
  2026-04-15 13:14:08 /api/exams/1/reports/ranking ................. ~ 0.18ms
  2026-04-15 13:14:08 /api/exams/1/analytics/summary ............... ~ 0.24ms
  2026-04-15 13:14:08 /api/exams/1/analytics/item-analysis ......... ~ 0.23ms
  2026-04-15 13:14:08 /api/exams/1/reports/ranking ................. ~ 0.17ms
  2026-04-15 13:14:31 /api/question-banks .......................... ~ 0.14ms
  2026-04-15 13:14:31 /api/question-banks .......................... ~ 0.43ms
  2026-04-15 13:14:31 /api/question-banks .......................... ~ 0.03ms
  2026-04-15 13:14:31 /api/question-banks .......................... ~ 0.04ms
  2026-04-15 13:14:33 /api/question-banks/1 ........................ ~ 0.15ms
  2026-04-15 13:14:33 /api/question-banks/1/questions .............. ~ 0.42ms
  2026-04-15 13:14:33 /api/question-banks/1 ........................ ~ 0.58ms
  2026-04-15 13:14:33 /api/question-banks/1/questions .............. ~ 0.80ms
  2026-04-15 13:14:33 /api/question-banks/1 ........................ ~ 0.03ms
  2026-04-15 13:14:33 /api/question-banks/1/questions .............. ~ 0.26ms
  2026-04-15 13:14:33 /api/question-banks/1 ........................ ~ 0.02ms
  2026-04-15 13:14:33 /api/question-banks/1/questions .............. ~ 0.03ms
  2026-04-15 13:15:01 /api/exams/1/analytics/summary ............... ~ 0.12ms
  2026-04-15 13:15:01 /api/exams/1/analytics/item-analysis ......... ~ 0.04ms
  2026-04-15 13:15:01 /api/exams/1/reports/ranking ................. ~ 0.18ms
  2026-04-15 13:15:01 /api/exams/1/analytics/summary ............. ~ 506.04ms
  2026-04-15 13:15:01 /api/exams/1/analytics/item-analysis ....... ~ 506.67ms
  2026-04-15 13:15:01 /api/exams/1/reports/ranking ................. ~ 0.51ms
  2026-04-15 13:15:01 /api/exams/1/analytics/summary ............... ~ 0.61ms
  2026-04-15 13:15:01 /api/exams/1/analytics/item-analysis ......... ~ 0.54ms
  2026-04-15 13:15:01 /api/exams/1/reports/ranking ................. ~ 0.44ms
  2026-04-15 13:15:01 /api/exams/1/analytics/summary ............... ~ 0.57ms
  2026-04-15 13:15:01 /api/exams/1/analytics/item-analysis ......... ~ 0.53ms
  2026-04-15 13:15:01 /api/exams/1/reports/ranking ................. ~ 0.41ms
  2026-04-15 13:15:20 /api/exams ................................... ~ 0.40ms
  2026-04-15 13:15:20 /api/exams ................................... ~ 1.60ms
  2026-04-15 13:15:20 /api/exams ................................... ~ 0.07ms
  2026-04-15 13:15:20 /api/exams ................................... ~ 0.07ms
  2026-04-15 13:15:25 /api/exams/1/participants .................... ~ 0.08ms
  2026-04-15 13:15:25 /api/groups .................................. ~ 0.28ms
  2026-04-15 13:15:25 /api/exams/1/participants .................... ~ 0.51ms
  2026-04-15 13:15:25 /api/groups .................................. ~ 0.42ms
  2026-04-15 13:15:25 /api/exams/1/participants .................... ~ 0.26ms
  2026-04-15 13:15:25 /api/groups .................................. ~ 0.18ms
  2026-04-15 13:15:25 /api/exams/1/participants .................... ~ 0.02ms
  2026-04-15 13:15:25 /api/groups .................................. ~ 0.02ms
  2026-04-15 13:15:29 /api/exams ................................... ~ 0.31ms
  2026-04-15 13:15:29 /api/exams ................................... ~ 0.08ms
  2026-04-15 13:15:29 /api/exams ................................... ~ 0.08ms
  2026-04-15 13:15:29 /api/exams ................................... ~ 0.09ms
  2026-04-15 13:15:31 /api/exams/1/analytics/summary ............... ~ 0.43ms
  2026-04-15 13:15:31 /api/exams/1/analytics/item-analysis ......... ~ 1.14ms
  2026-04-15 13:15:31 /api/exams/1/reports/ranking ................. ~ 1.60ms
  2026-04-15 13:15:31 /api/exams/1/analytics/summary ............... ~ 2.23ms
  2026-04-15 13:15:31 /api/exams/1/analytics/item-analysis ......... ~ 1.88ms
  2026-04-15 13:15:31 /api/exams/1/reports/ranking ................. ~ 0.46ms
  2026-04-15 13:15:31 /api/exams/1/analytics/summary ............... ~ 0.44ms
  2026-04-15 13:15:31 /api/exams/1/analytics/item-analysis ......... ~ 0.43ms
  2026-04-15 13:15:31 /api/exams/1/reports/ranking ................. ~ 0.37ms
  2026-04-15 13:15:31 /api/exams/1/analytics/summary ............... ~ 0.49ms
  2026-04-15 13:15:31 /api/exams/1/analytics/item-analysis ......... ~ 0.54ms
  2026-04-15 13:15:31 /api/exams/1/reports/ranking ................. ~ 0.29ms
  2026-04-15 13:17:53 /api/users ................................... ~ 0.75ms
  2026-04-15 13:17:53 /api/users ................................... ~ 1.11ms
  2026-04-15 13:17:53 /api/users ................................... ~ 0.02ms
  2026-04-15 13:17:53 /api/users ................................... ~ 0.02ms
  2026-04-15 13:17:58 /api/question-banks .......................... ~ 0.33ms
  2026-04-15 13:17:58 /api/question-banks .......................... ~ 0.87ms
  2026-04-15 13:17:58 /api/question-banks .......................... ~ 0.05ms
  2026-04-15 13:17:58 /api/question-banks .......................... ~ 0.05ms
  2026-04-15 13:18:00 /api/exams ................................... ~ 0.07ms
  2026-04-15 13:18:00 /api/exams ................................. ~ 502.72ms
  2026-04-15 13:18:00 /api/exams ................................... ~ 0.05ms
  2026-04-15 13:18:00 /api/exams ................................... ~ 0.04ms
  2026-04-15 13:18:01 /api/groups .................................. ~ 0.34ms
  2026-04-15 13:18:01 /api/groups .................................. ~ 1.36ms
  2026-04-15 13:18:01 /api/groups .................................. ~ 0.07ms
  2026-04-15 13:18:01 /api/groups .................................. ~ 0.07ms
  2026-04-15 13:18:14 /api/auth/logout ............................. ~ 0.27ms
  2026-04-15 13:18:14 /api/auth/logout ............................. ~ 0.10ms
  2026-04-15 13:22:13 /api/auth/login .............................. ~ 1.41ms
  2026-04-15 13:22:13 /api/auth/login ............................ ~ 505.77ms
  2026-04-15 13:22:13 /api/auth/me ................................. ~ 0.10ms
  2026-04-15 13:22:13 /api/auth/me ................................. ~ 0.85ms
  2026-04-15 13:22:13 /api/auth/me ................................. ~ 0.07ms
  2026-04-15 13:22:13 /api/auth/me ................................. ~ 0.07ms
  2026-04-15 13:22:18 /api/groups .................................. ~ 0.16ms
  2026-04-15 13:22:18 /api/groups .................................. ~ 0.58ms
  2026-04-15 13:22:18 /api/groups .................................. ~ 0.03ms
  2026-04-15 13:22:18 /api/groups .................................. ~ 0.03ms
  2026-04-15 13:22:20 /api/groups/1 ................................ ~ 0.11ms
  2026-04-15 13:22:20 /api/groups/1/members ........................ ~ 0.05ms
  2026-04-15 13:22:20 /api/groups/1 ................................ ~ 0.33ms
  2026-04-15 13:22:20 /api/groups/1/members ........................ ~ 0.38ms
  2026-04-15 13:22:20 /api/groups/1 ................................ ~ 0.31ms
  2026-04-15 13:22:20 /api/groups/1/members ........................ ~ 0.36ms
  2026-04-15 13:22:20 /api/groups/1 ................................ ~ 0.03ms
  2026-04-15 13:22:20 /api/groups/1/members ........................ ~ 0.03ms
  2026-04-15 13:22:26 /api/exams ................................... ~ 5.15ms
  2026-04-15 13:22:26 /api/exams ................................... ~ 5.58ms
  2026-04-15 13:22:26 /api/exams ................................. ~ 505.54ms
  2026-04-15 13:22:26 /api/exams ................................... ~ 0.12ms
  2026-04-15 13:22:30 /api/exams/1/participants .................... ~ 0.35ms
  2026-04-15 13:22:30 /api/groups .................................. ~ 1.05ms
  2026-04-15 13:22:30 /api/exams/1/participants .................... ~ 1.80ms
  2026-04-15 13:22:30 /api/groups .................................. ~ 2.30ms
  2026-04-15 13:22:30 /api/exams/1/participants .................... ~ 0.18ms
  2026-04-15 13:22:30 /api/groups .................................. ~ 0.71ms
  2026-04-15 13:22:30 /api/exams/1/participants .................... ~ 0.08ms
  2026-04-15 13:22:30 /api/groups .................................. ~ 0.06ms
  2026-04-15 13:22:37 /api/groups/1/members ........................ ~ 0.42ms
  2026-04-15 13:22:37 /api/groups/1/members ........................ ~ 0.10ms
  2026-04-15 13:22:40 /api/exams/1/participants/import-group ....... ~ 0.20ms
  2026-04-15 13:22:40 /api/exams/1/participants/import-group ....... ~ 0.05ms
  2026-04-15 13:22:40 /api/exams/1/participants .................... ~ 0.05ms
  2026-04-15 13:22:40 /api/exams/1/participants .................... ~ 0.05ms
  2026-04-15 13:24:57 /api/exams/1/participants .................... ~ 2.54ms
  2026-04-15 13:24:57 /api/groups .................................. ~ 3.26ms
  2026-04-15 13:24:57 /api/exams/1/participants .................... ~ 4.04ms
  2026-04-15 13:24:57 /api/groups .................................. ~ 4.53ms
  2026-04-15 13:24:57 /api/exams/1/participants .................... ~ 0.09ms
  2026-04-15 13:24:57 /api/groups .................................. ~ 0.59ms
  2026-04-15 13:24:57 /api/exams/1/participants .................... ~ 0.19ms
  2026-04-15 13:24:57 /api/groups .................................. ~ 0.05ms
  2026-04-15 13:24:58 /api/exams/1/participants .................... ~ 0.37ms
  2026-04-15 13:24:58 /api/groups .................................. ~ 0.89ms
  2026-04-15 13:24:58 /api/exams/1/participants .................... ~ 1.48ms
  2026-04-15 13:24:58 /api/groups .................................. ~ 1.83ms
  2026-04-15 13:24:58 /api/exams/1/participants .................... ~ 0.06ms
  2026-04-15 13:24:58 /api/groups .................................. ~ 0.38ms
  2026-04-15 13:24:58 /api/exams/1/participants .................... ~ 0.05ms
  2026-04-15 13:24:58 /api/groups .................................. ~ 0.05ms
  2026-04-15 13:24:59 /api/exams/1/participants .................... ~ 0.47ms
  2026-04-15 13:24:59 /api/groups .................................. ~ 1.61ms
  2026-04-15 13:24:59 /api/exams/1/participants .................... ~ 3.12ms
  2026-04-15 13:24:59 /api/groups .................................. ~ 3.75ms
  2026-04-15 13:24:59 /api/exams/1/participants .................... ~ 0.10ms
  2026-04-15 13:24:59 /api/groups .................................. ~ 0.55ms
  2026-04-15 13:24:59 /api/exams/1/participants .................... ~ 0.06ms
  2026-04-15 13:24:59 /api/groups .................................. ~ 0.06ms
  2026-04-15 13:24:59 /api/exams/1/participants .................... ~ 0.38ms
  2026-04-15 13:24:59 /api/groups .................................. ~ 1.00ms
  2026-04-15 13:24:59 /api/exams/1/participants .................... ~ 1.78ms
  2026-04-15 13:24:59 /api/groups .................................. ~ 2.30ms
  2026-04-15 13:24:59 /api/exams/1/participants .................... ~ 0.09ms
  2026-04-15 13:24:59 /api/groups .................................. ~ 0.59ms
  2026-04-15 13:24:59 /api/exams/1/participants .................... ~ 0.07ms
  2026-04-15 13:24:59 /api/groups .................................. ~ 0.09ms
  2026-04-15 13:25:01 /api/exams/1/participants .................... ~ 0.19ms
  2026-04-15 13:25:01 /api/groups .................................. ~ 0.53ms
  2026-04-15 13:25:01 /api/exams/1/participants .................... ~ 0.98ms
  2026-04-15 13:25:01 /api/groups .................................. ~ 1.29ms
  2026-04-15 13:25:01 /api/exams/1/participants .................... ~ 0.05ms
  2026-04-15 13:25:01 /api/groups .................................. ~ 0.33ms
  2026-04-15 13:25:01 /api/exams/1/participants .................... ~ 0.03ms
  2026-04-15 13:25:01 /api/groups .................................. ~ 0.04ms
  2026-04-15 13:25:02 /api/exams/1/participants .................... ~ 0.34ms
  2026-04-15 13:25:02 /api/groups .................................. ~ 0.90ms
